id,win,assists,basicPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,deaths,detectorWardsPlaced,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,inhibitorTakedowns,itemsPurchased,killingSprees,kills,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,summonerLevel,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced
KR6188728812,0,33,15.0,6,13590.0,41808,36,0,59927,57290,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,90,6,23,10,1561,91757,19078,36382,40,219751,42583,47660,1379,62,322014,70158,1434,86769,14830,4192,306,1054,840,10501,8493,2722,3,45.0,70,0,2,45
KR6188728812,1,39,28.0,7,30470.0,69311,24,0,67563,60750,InvalidInvalidInvalidInvalidInvalid,1,0.0,1.0,99,9,36,19,1879,180919,35177,19966,144,296485,39477,58880,1393,160,493605,77381,2054,89448,19434,50,360,927,551,16196,2722,10596,9,15.0,38,0,1,24
KR6188863769,0,6,43.0,0,1951.0,9279,28,0,33967,31285,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,58,2,6,4,1415,107932,21251,32601,54,79536,8536,21110,1233,77,197430,31296,217,55553,8051,4850,210,993,529,9957,1504,1838,0,40.0,47,0,0,36
KR6188863769,1,33,10.0,5,29092.0,41371,6,0,49480,39985,InvalidInvalidInvalidInvalidInvalid,1,0.0,2.0,61,5,28,23,1656,154339,32600,21252,18,87045,17141,20623,1441,128,253273,51583,375,45383,18755,7320,271,2125,150,11886,1839,3504,8,0.0,53,0,1,42
KR6188891022,0,58,74.0,9,25645.0,32467,57,0,104740,94700,InvalidInvalidInvalidInvalidInvalid,1,20.0,2.0,118,17,65,19,1479,445951,136365,146175,56,247324,39181,67229,1072,208,748216,190081,0,218393,34819,0,565,1897,1942,54936,14528,4984,7,55.0,113,0,1,56
KR6188891022,1,38,76.0,7,39425.0,142724,65,0,99998,90670,InvalidInvalidInvalidInvalidInvalid,4,5.0,5.0,106,14,57,14,1156,540552,145390,137210,143,307566,48111,54296,920,81,860992,198491,0,206040,19481,0,514,733,2281,12868,4984,14529,11,35.0,128,0,6,70
KR6189222310,0,20,0.0,20,2551.0,2551,67,0,22615,20600,JUNGLEJUNGLEJUNGLEJUNGLEJUNGLE,0,5.0,0.0,68,3,13,4,1803,29750,11140,1591,0,30619,10192,96689,5,18,62758,21335,0,103221,1300,704,67,56,962,2386,0,4938,0,35.0,0,0,0,0
KR6189222310,1,59,12.0,5,15489.0,16126,14,0,46515,35300,UTILITYJUNGLEUTILITYBOTTOMUTILITY,1,0.0,2.0,50,11,67,33,1801,8878,1591,11313,35,249730,85356,36252,59,26,270431,91889,0,47567,15028,632,183,262,140,11819,4939,0,5,0.0,5,0,0,3
KR6190340746,0,77,95.0,37,13489.0,80553,37,22,78019,75818,TOPMIDDLEBOTTOMJUNGLEUTILITY,1,5.0,4.0,147,12,44,19,3650,420409,97980,60955,237,448499,53312,80517,818,190,907738,156670,4792,147418,24406,0,761,3627,1337,38825,5374,5939,7,30.0,230,28,23,79
KR6190340746,1,63,132.0,21,16700.0,69312,44,9,74620,67730,JUNGLEJUNGLETOPUTILITYMIDDLE,1,5.0,4.0,132,7,36,12,3381,284833,59112,100343,184,465492,53375,73587,1455,137,776849,117431,6337,179309,30699,1287,711,2480,1593,26519,4941,5373,5,50.0,150,11,31,59
KR6191121120,0,23,164.0,28,12676.0,38876,25,20,57633,56265,JUNGLEBOTTOMUTILITYMIDDLETOP,1,20.0,3.0,113,3,17,7,2781,282609,37196,42169,177,423787,32855,66310,123,52,755310,72908,1686,118973,28071,2138,757,435,711,48909,2854,10490,5,55.0,158,22,28,77
KR6191121120,1,20,80.0,18,28762.0,69807,17,11,61754,58180,MIDDLETOPUTILITYJUNGLEBOTTOM,4,5.0,9.0,117,5,25,19,2715,211292,40269,38996,191,514063,41272,66300,109,92,778039,91778,923,109151,36376,10597,739,1614,502,52679,10232,3853,10,25.0,177,12,29,75
KR6191156444,0,15,100.0,24,2229.0,18469,35,14,38175,35245,MIDDLETOPBOTTOMJUNGLEUTILITY,0,10.0,0.0,95,2,14,5,1706,130845,20725,25783,103,224074,24740,67547,93,61,395128,50245,633,96176,19496,5945,497,754,755,40204,4776,2845,0,55.0,90,16,17,51
KR6191156444,1,36,78.0,17,27570.0,77194,14,7,55389,49750,MIDDLEBOTTOMUTILITYJUNGLETOP,2,0.0,6.0,104,6,35,27,4292,104416,24494,21977,192,481544,53261,57604,70,55,619164,80603,0,84449,16196,0,604,2031,356,33200,2844,4861,11,0.0,141,9,24,60
KR6191178156,0,33,191.0,25,8790.0,52186,32,12,60301,58350,TOPUTILITYUTILITYJUNGLEMIDDLE,0,5.0,0.0,115,2,20,11,4108,262976,50060,63772,178,475309,55957,71309,89,64,797806,125842,6615,137411,31215,1919,717,1134,967,59517,19822,2328,5,40.0,134,17,22,64
KR6191178156,1,56,175.0,21,18251.0,79602,20,14,68727,58050,UTILITYMIDDLEJUNGLEBOTTOMTOP,1,0.0,4.0,112,8,32,16,3772,393279,61563,53646,223,410041,47519,92607,77,86,834431,110933,1831,165596,61726,21954,762,1576,660,31108,1846,19339,8,25.0,188,14,21,83
KR6191233270,0,20,38.0,25,4744.0,10156,31,11,41499,39905,TOPMIDDLEUTILITYBOTTOMTOP,0,0.0,0.0,101,2,18,4,1793,111180,24957,58555,15,207907,33688,57515,73,78,332677,60533,0,120491,19597,2551,549,632,780,13587,1887,4415,1,30.0,111,12,11,52
KR6191233270,1,28,88.0,16,16271.0,70007,18,10,52953,46325,JUNGLEUTILITYTOPMIDDLEBOTTOM,0,0.0,0.0,90,7,31,13,3441,292683,58278,26188,184,308373,43060,56751,96,112,647753,105758,1968,84828,17561,726,574,1071,532,46693,4416,1886,6,5.0,117,10,12,52
KR6191449420,0,15,94.0,12,3142.0,28998,22,2,35408,31668,JUNGLEBOTTOMMIDDLEUTILITYTOP,0,0.0,0.0,74,3,12,4,2175,56945,16189,23388,101,249023,24991,36612,87,65,321183,41996,855,64814,12896,573,463,835,594,15211,813,4808,1,20.0,90,2,16,42
KR6191449420,1,18,41.0,20,9088.0,25511,12,12,40763,37785,MIDDLETOPJUNGLEBOTTOMUTILITY,0,0.0,0.0,81,5,20,16,1642,164985,22305,17111,119,216037,25845,36573,587,67,409964,52964,3979,54500,8136,478,569,530,203,28937,4809,812,4,5.0,81,13,12,43
KR6191556850,0,54,137.0,26,13943.0,24764,38,16,66802,70697,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,118,9,41,18,2624,250679,45373,69914,222,502934,80914,79054,821,118,824295,128967,3189,166192,50042,6674,700,1609,1410,70678,2678,17219,4,35.0,186,18,11,67
KR6191556850,1,45,188.0,17,21524.0,67404,41,8,69943,63965,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,110,8,38,19,2575,299216,67642,48722,200,434335,47648,110666,1228,136,783460,130803,779,162068,26123,1484,655,1410,1379,49902,15508,2677,7,20.0,158,10,17,42
KR6191653812,0,19,56.0,21,4944.0,14982,33,4,38209,36741,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,88,5,24,15,1991,42550,13416,19704,128,287013,39426,59656,1241,70,353067,54933,288,82645,10923,1414,401,448,693,23500,2088,3280,1,35.0,74,6,9,33
KR6191653812,1,33,116.0,11,10625.0,42598,24,5,46909,39485,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,3.0,85,7,33,19,2130,142382,17835,15200,99,241375,44806,63203,825,90,415010,65925,0,80493,18612,0,477,899,557,31248,3280,2087,7,5.0,66,5,3,35
KR6191687928,0,24,71.0,15,4828.0,36053,39,3,50883,47708,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,20.0,0.0,105,5,26,14,2512,229699,40907,51789,132,306861,32510,74610,1078,97,571897,79123,0,131404,18102,272,602,3102,1029,35331,5700,4998,1,55.0,62,5,10,25
KR6191687928,1,32,113.0,11,24386.0,88342,26,4,61839,55285,TOPUTILITYMIDDLEBOTTOMJUNGLE,4,0.0,7.0,101,7,39,22,4006,239156,49891,43036,155,363726,51103,58246,876,80,653256,105997,1603,108449,27078,2339,650,571,702,50369,4999,7163,11,5.0,125,4,8,49
KR6192061498,0,39,102.0,17,19219.0,44711,43,12,52630,51510,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,5.0,5.0,94,7,28,15,2551,52149,12430,26925,128,396098,59491,73642,1143,101,480936,75086,535,109451,17914,1235,500,1090,1113,32685,3161,8881,7,35.0,117,12,18,38
KR6192061498,1,59,106.0,22,17552.0,79455,28,13,59668,51325,TOPJUNGLEMIDDLEUTILITYBOTTOM,1,5.0,4.0,109,8,43,17,2495,194153,25985,14209,186,383146,54675,79721,1260,131,608002,88282,1466,97096,16259,918,563,777,753,30701,7620,3160,7,35.0,97,13,8,44
KR6192186947,0,48,19.0,7,16349.0,21710,44,0,66732,63185,InvalidInvalidInvalidInvalidInvalid,0,20.0,0.0,99,7,29,11,1326,345494,76639,83513,58,49028,8255,66906,1311,146,400681,90010,0,172196,36385,131,378,1658,1401,6155,5112,21774,4,55.0,77,0,1,52
KR6192186947,1,45,29.0,1,36245.0,103578,30,0,77986,68900,InvalidInvalidInvalidInvalidInvalid,4,0.0,5.0,95,13,44,20,1878,398434,83294,77049,109,217415,50228,24350,1094,136,639807,153473,0,113984,14075,1661,460,937,745,23954,19945,12582,11,20.0,67,0,3,40
KR6192227526,0,27,36.0,4,10529.0,12940,44,0,68574,70840,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,99,6,32,10,1279,159166,44421,24891,32,259769,50154,88487,1096,84,434984,106359,647,124908,6677,0,434,580,1218,16043,11779,11525,2,50.0,71,0,1,50
KR6192227526,1,42,27.0,3,37111.0,113773,32,0,79442,76301,InvalidInvalidInvalidInvalidInvalid,2,0.0,4.0,109,9,44,21,1700,103028,24640,44979,150,522955,77989,61392,1131,73,645234,114107,1650,119405,29752,592,458,610,863,19245,11473,13030,10,10.0,91,0,0,57
KR6192253754,0,39,90.0,8,15017.0,30758,25,0,77365,72500,InvalidInvalidInvalidInvalidInvalid,0,20.0,0.0,105,5,38,29,2511,471480,97284,86496,93,62351,8847,37245,1127,86,549017,113479,2310,130496,15261,0,457,703,847,15182,7342,6750,4,55.0,92,0,1,59
KR6192253754,1,20,35.0,5,36703.0,79863,38,0,76932,65450,InvalidInvalidInvalidInvalidInvalid,4,0.0,6.0,105,3,25,6,1362,451132,85943,97666,90,150034,19829,44180,929,161,624757,111529,794,151191,16028,0,499,1469,1232,23584,5752,9342,11,20.0,71,0,4,33
KR6192377863,0,8,10.0,5,1833.0,3257,29,0,35856,30950,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,58,2,12,5,1257,129313,28057,34787,24,48931,8535,23531,1106,85,182849,38600,0,59373,3671,324,244,767,672,4604,2004,1051,0,30.0,34,0,2,25
KR6192377863,1,26,15.0,2,23470.0,33213,12,0,51021,44601,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,67,6,29,23,1049,150683,34787,28212,47,108046,21152,21369,1273,29,264551,56995,0,51589,7722,255,278,334,253,5820,1051,2003,6,0.0,62,0,0,46
KR6192401537,0,21,22.0,3,15457.0,19010,49,0,70997,65208,InvalidInvalidInvalidInvalidInvalid,0,15.0,0.0,101,5,23,11,1121,168842,23806,66119,98,363134,65847,80720,1785,178,553375,96516,0,156846,21153,0,476,1961,1224,21396,6862,10001,4,55.0,62,0,0,44
KR6192401537,1,43,22.0,4,33551.0,113811,23,0,78300,69450,InvalidInvalidInvalidInvalidInvalid,3,0.0,6.0,111,9,49,33,2604,227474,65138,24836,82,392025,62279,79197,1435,263,647910,137424,0,110899,17324,776,434,2446,774,28403,10002,6862,11,20.0,89,0,4,38
KR6192403133,0,12,14.0,3,14803.0,16221,42,0,48672,42660,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,67,5,18,6,1129,121738,31331,25654,15,124015,23248,53341,954,62,250286,56222,871,81462,6232,2783,284,305,1023,4528,1638,2462,3,55.0,41,0,0,28
KR6192403133,1,35,18.0,1,38309.0,64819,18,0,63352,51700,InvalidInvalidInvalidInvalidInvalid,2,0.0,4.0,85,9,42,27,2099,138475,25450,31510,59,241136,49839,37327,1755,50,387605,77756,0,70478,11064,264,337,281,398,7991,2464,1637,11,15.0,62,0,0,42
KR6192420453,0,10,11.0,2,5735.0,5735,20,0,34354,32150,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,67,5,17,12,1423,91521,17954,20968,28,67886,11358,27387,1438,78,165200,30424,0,50742,6601,0,216,738,393,5790,1109,2384,0,15.0,31,0,1,22
KR6192420453,1,19,11.0,1,14365.0,15755,17,0,40810,30820,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,44,4,20,12,609,83468,20968,18049,32,112846,20206,17642,1149,27,200564,43562,149,36804,5911,3077,224,191,299,4246,2385,1109,3,0.0,36,1,0,30
KR6192454090,0,35,39.0,6,29975.0,99301,54,0,93024,87220,InvalidInvalidInvalidInvalidInvalid,1,10.0,1.0,116,13,46,13,1248,392947,103534,89583,45,268718,46558,93650,905,372,674739,158781,0,208853,25549,547,563,1434,1888,13068,8681,25616,7,50.0,62,0,1,31
KR6192454090,1,55,24.0,7,26929.0,126334,47,0,102690,97073,InvalidInvalidInvalidInvalidInvalid,2,5.0,2.0,126,14,54,20,1595,412742,89465,104535,220,441743,76103,64669,981,157,938581,190914,0,177891,29748,0,580,2100,1545,84091,25342,8682,10,35.0,95,0,1,55
KR6192600117,0,10,24.0,2,9145.0,29202,35,0,45531,42085,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,71,2,12,4,1016,187028,26089,31418,30,23468,3216,32757,1156,18,217292,32217,1547,68092,12212,4330,254,187,673,6792,2909,3911,2,50.0,33,0,3,21
KR6192600117,1,33,40.0,6,32165.0,80719,13,1,62933,54875,InvalidInvalidInvalidInvalidInvalid,2,0.0,2.0,92,8,35,24,1689,196842,31298,27033,105,218482,29815,17839,1271,66,441561,65032,551,56784,7723,0,333,947,326,26234,3912,11908,10,10.0,64,1,1,43
KR6192640363,0,138,10.0,3,10071.0,10071,51,0,83136,81845,InvalidInvalidInvalidInvalidInvalid,1,5.0,4.0,102,18,63,18,1361,124630,73630,37933,0,332985,127043,113880,1277,273,476529,214571,0,161561,28921,672,283,2174,1448,18909,13894,9744,4,20.0,2,0,0,0
KR6192640363,1,105,24.0,6,9818.0,9818,63,0,80991,74800,InvalidInvalidInvalidInvalidInvalid,1,5.0,4.0,119,13,50,10,927,92725,37933,73630,0,328643,103806,137556,1259,168,440585,151489,0,225282,41476,276,282,3169,1670,19213,9746,14091,4,20.0,0,0,0,0
KR6192839513,0,23,19.0,1,5735.0,5735,43,0,43077,40475,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,81,5,20,6,966,80091,24705,30505,17,107850,23655,44440,1317,40,193539,50587,0,77835,3750,0,217,417,875,5596,2225,2886,1,40.0,59,0,2,38
KR6192839513,1,45,10.0,0,27550.0,51488,20,0,63031,49850,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,70,7,43,27,1031,88221,30385,24899,61,290333,41783,34058,1384,68,387066,75060,0,61185,13200,225,335,608,431,8507,2887,2223,8,5.0,50,0,0,37
KR6192874997,0,40,31.0,7,23119.0,51942,36,0,91683,95438,InvalidInvalidInvalidInvalidInvalid,0,30.0,0.0,105,9,47,22,1514,361732,60677,51028,99,437980,68122,98539,933,118,827961,139470,0,161382,23350,881,622,1342,1262,28245,10666,11811,5,55.0,78,1,4,50
KR6192874997,1,28,21.0,12,35629.0,192528,47,0,93037,94780,InvalidInvalidInvalidInvalidInvalid,6,0.0,9.0,114,10,36,12,1526,220887,50813,63241,99,662732,88686,85159,1606,68,938673,151315,0,160069,19767,0,576,891,1683,55049,11810,11666,11,25.0,97,0,4,44
KR6193027193,0,28,16.0,4,1497.0,12285,51,0,46294,44570,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,80,4,24,4,617,112499,32558,52147,32,83955,20968,48023,1345,100,208031,54755,0,103379,8895,0,205,1292,1002,11572,1225,3202,0,40.0,24,0,1,15
KR6193027193,1,72,10.0,4,28448.0,42055,24,0,65711,53880,InvalidInvalidInvalidInvalidInvalid,2,0.0,4.0,84,14,51,22,1287,209943,51848,32754,49,139455,45212,44170,1543,204,356039,100269,2276,79153,19037,1114,337,1678,488,6637,3204,2224,8,0.0,26,2,0,16
KR6193029588,0,8,5.0,7,4477.0,4477,21,2,33279,28085,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,52,2,11,4,1299,130037,33616,26123,4,23162,3064,19184,1001,49,155093,38574,0,47747,4293,385,225,683,438,1891,1891,2436,0,25.0,31,2,0,20
KR6193029588,1,19,34.0,1,20692.0,21059,11,0,42880,35368,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,56,4,20,16,1618,113938,26123,33761,34,108189,16228,10463,1127,100,224635,44794,0,46118,6958,84,263,1236,184,2504,2438,1889,5,0.0,25,0,0,16
KR6193240616,0,94,3.0,6,2745.0,2745,57,0,73449,70170,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,106,10,48,16,1021,287167,142755,98487,0,49620,25289,48864,260,100,350443,176166,0,162594,29542,1478,236,1285,1478,13651,8117,15236,2,20.0,0,0,0,0
KR6193240616,1,137,7.0,6,9347.0,9347,48,0,76691,70300,InvalidInvalidInvalidInvalidInvalid,1,0.0,3.0,84,11,57,12,1249,160682,98488,142755,0,162867,44255,38792,87,221,345435,157587,4380,193274,50453,25127,234,1216,1276,21881,14840,11722,4,10.0,0,0,0,0
KR6193830520,0,51,145.0,21,6764.0,45027,36,7,67039,64325,JUNGLETOPMIDDLEBOTTOMUTILITY,0,5.0,0.0,119,10,35,15,3748,380078,73628,59080,213,358895,42988,67586,1151,174,834038,137414,3421,140082,28376,856,721,1441,1187,95060,20793,13411,3,45.0,185,13,18,86
KR6193830520,1,55,117.0,18,20837.0,87468,35,9,72873,65285,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,119,9,36,12,2631,360900,56917,76113,200,379138,44608,65535,1193,183,845481,115130,682,163206,63515,776,775,2426,1209,105437,13600,21554,9,15.0,196,9,16,69
KR6194176569,0,48,7.0,6,741.0,741,49,0,53295,51385,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,79,6,24,6,993,105669,40582,30181,0,103203,31045,65721,419,67,211632,74187,0,109738,17126,0,187,822,1128,2757,2557,13832,0,20.0,0,0,0,0
KR6194176569,1,81,8.0,4,8450.0,8450,26,0,61287,54100,InvalidInvalidInvalidInvalidInvalid,1,0.0,4.0,62,12,49,18,1407,65651,30180,40581,0,155577,61719,43298,95,90,243958,105428,660,86130,18491,0,206,293,634,22725,13523,2246,4,0.0,0,0,0,0
KR6195104916,0,4,24.0,18,670.0,2882,25,6,22060,21050,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,70,0,5,0,1842,54483,10665,13145,66,118748,11781,38308,1296,69,188193,23396,0,55037,7238,94,280,494,409,14961,946,3577,0,20.0,39,6,4,23
KR6195104916,1,26,79.0,10,12428.0,28936,5,4,36789,30883,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,68,4,25,23,1721,91349,11859,11155,106,185462,27426,27450,1479,39,300811,42866,1394,39555,13618,4139,325,680,83,23997,3578,945,4,0.0,47,6,7,18
KR6195157714,0,9,35.0,18,1824.0,15925,24,11,33432,29625,UTILITYBOTTOMTOPJUNGLEMIDDLE,0,0.0,0.0,72,4,12,7,2385,152784,16957,34344,124,157598,19759,36555,118,32,336776,38823,385,72182,11663,521,448,289,538,26390,2103,1280,1,15.0,69,13,9,35
KR6195157714,1,25,93.0,21,9885.0,30549,12,12,38409,32410,MIDDLEJUNGLEBOTTOMUTILITYTOP,0,0.0,0.0,83,6,24,17,1772,148522,32102,17594,71,158597,20218,37633,112,86,342139,53605,386,57334,11364,2206,498,688,230,35018,1280,2103,3,5.0,103,12,15,53
KR6195164234,0,53,42.0,1,0.0,0,31,0,53798,49285,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,63,5,22,11,1685,59928,18949,40108,0,124244,29358,33874,102,37,192953,51598,898,79511,19531,3593,183,344,598,8778,3285,5523,0,20.0,0,0,0,0
KR6195164234,1,85,26.0,5,22572.0,22572,22,0,56474,46335,InvalidInvalidInvalidInvalidInvalid,2,0.0,6.0,54,9,31,10,2183,113309,40108,18950,0,99092,30128,34635,107,160,236308,75765,538,56874,6632,629,206,977,526,23902,5523,3284,4,0.0,4,0,0,0
KR6195401337,0,19,46.0,11,1026.0,3088,27,5,28679,25975,JUNGLEUTILITYMIDDLETOPJUNGLE,0,10.0,0.0,65,2,12,5,2304,43980,13573,25755,53,177329,28050,34049,119,32,226905,43158,431,62987,8950,1198,346,393,576,5593,1531,3178,0,45.0,49,5,4,33
KR6195401337,1,38,64.0,18,23990.0,44848,12,9,44608,36450,BOTTOMUTILITYJUNGLETOPMIDDLE,2,0.0,5.0,71,6,26,15,2786,128919,24779,14546,129,204737,25525,41587,102,63,384800,53487,1392,58667,17837,2554,419,930,258,51142,3179,2531,9,0.0,102,11,15,41
KR6195693203,0,135,16.0,7,5135.0,5135,69,0,78308,81975,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,108,15,61,11,748,244378,118454,98515,0,136115,49775,120161,955,310,409763,186063,5735,223208,39262,1056,258,1265,1934,29264,17829,4526,2,20.0,0,0,0,0
KR6195693203,1,132,13.0,4,8771.0,8771,63,0,82944,74600,InvalidInvalidInvalidInvalidInvalid,1,0.0,2.0,114,15,69,13,905,224272,98516,118455,0,200225,111662,61878,1385,192,431753,214710,0,200170,50363,675,280,1389,1718,7253,4528,19834,4,10.0,0,0,0,0
KR6195745084,0,65,266.0,34,14156.0,99649,68,9,103585,104100,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,20.0,4.0,153,12,53,12,3097,454966,113426,113798,220,817992,106656,144535,933,166,1383064,253913,0,296696,64936,1517,995,2661,2617,110101,33828,38360,5,55.0,291,10,35,120
KR6195745084,1,94,168.0,36,27547.0,101938,54,14,103104,111010,TOPJUNGLEMIDDLEBOTTOMUTILITY,4,5.0,7.0,162,14,68,30,3726,409889,109528,115656,305,971134,115275,142005,737,231,1485563,259262,9441,291572,84979,0,1001,2244,2284,104537,34453,33906,11,30.0,303,16,43,120
KR6196026698,0,73,12.0,5,0.0,0,53,0,56251,53000,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,91,8,34,9,663,133190,55944,73036,0,92985,26163,25563,1159,89,235413,89316,6238,114740,10599,377,189,572,1150,9235,7205,16135,0,15.0,0,0,0,0
KR6196026698,1,116,33.0,10,6370.0,6370,35,0,62549,56925,InvalidInvalidInvalidInvalidInvalid,2,0.0,7.0,90,16,53,16,952,163953,73037,55943,0,30654,19228,33099,1548,129,222584,104796,0,92640,20752,0,171,857,758,27973,12525,3592,3,0.0,0,0,0,0
KR6196049656,0,87,50.0,6,3365.0,3365,47,0,63684,59900,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,91,11,39,10,918,58612,32976,74745,0,215272,73904,32425,57,177,289150,111932,6333,111002,22741,3881,205,1127,1082,15263,5048,3829,1,20.0,3,0,0,0
KR6196049656,1,104,20.0,8,8912.0,8912,40,0,67473,61820,InvalidInvalidInvalidInvalidInvalid,1,0.0,2.0,113,10,47,14,1127,192075,74744,32977,0,64753,27455,87855,54,190,265230,106033,0,125883,19081,870,211,1119,1036,8399,3830,5046,4,5.0,0,0,0,0
KR6196056621,0,111,28.0,9,2305.0,2305,57,0,77670,78510,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,119,15,49,10,1040,308226,98992,81603,0,84533,40765,69417,104,183,400301,146744,21910,162783,36868,6991,256,1124,1536,7538,6983,11755,1,20.0,0,0,0,0
KR6196056621,1,153,54.0,5,8944.0,8944,49,0,81895,69925,InvalidInvalidInvalidInvalidInvalid,2,0.0,8.0,89,17,57,17,1145,182219,81605,98991,0,202629,59409,50624,101,168,396642,152482,0,157133,33429,454,298,1225,1282,11790,11465,7511,4,5.0,0,0,0,0
KR6196428091,0,11,98.0,11,333.0,2503,23,1,25932,23800,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,65,2,9,4,1912,75253,13795,28039,65,128277,17518,24755,920,49,221856,33464,0,54668,4821,678,346,388,369,18323,2148,1868,0,15.0,49,6,10,24
KR6196428091,1,27,79.0,16,9926.0,32454,9,7,36050,31195,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,69,4,23,21,2282,118011,26855,14954,119,154594,15812,30680,896,46,298832,44538,578,47787,14001,2003,366,677,149,26222,1870,2147,3,0.0,62,9,7,32
KR6196531228,0,28,103.0,13,2513.0,12966,30,2,36763,34928,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,81,3,13,8,2229,96327,13931,24864,104,178294,31606,57057,966,70,335899,51253,603,84290,19687,2740,407,723,544,61278,5713,2364,0,45.0,98,5,16,50
KR6196531228,1,36,99.0,23,17623.0,80066,13,12,48805,43125,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,5.0,99,7,30,20,3619,113293,21814,16295,162,336444,44293,61259,911,108,484978,68476,340,83270,29247,7049,465,1318,359,35236,2365,5711,8,0.0,91,15,5,50
KR6196592585,0,35,4.0,4,412.0,412,36,0,40272,36200,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,65,3,15,5,802,53547,21693,45836,0,49021,18447,24066,882,48,107167,41948,0,72268,10090,1000,112,561,664,4593,1804,2360,0,10.0,0,0,0,0
KR6196592585,1,100,14.0,12,4547.0,4547,15,0,46515,31435,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,54,11,36,14,1332,95428,45836,21695,0,55852,19587,22530,1644,108,156584,67788,1709,46031,13528,5403,134,642,302,5301,2361,1804,2,0.0,0,0,0,0
KR6196632971,0,51,4.0,5,1472.0,1472,36,0,41637,38750,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,58,3,22,6,1000,88671,45747,35158,0,34250,13505,30288,1597,112,127157,59969,0,69983,10302,426,120,771,722,4235,715,4532,0,10.0,3,0,0,0
KR6196632971,1,97,10.0,7,4949.0,4949,22,0,47013,40510,InvalidInvalidInvalidInvalidInvalid,0,0.0,0.0,62,11,36,14,1193,79960,35158,45747,0,65678,27220,17279,1149,76,158660,66914,591,63744,22898,3177,129,466,442,13018,4533,713,2,0.0,0,0,0,0
KR6196653163,0,133,7.0,6,6525.0,6525,44,0,67767,65800,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,90,13,54,19,1229,171451,70708,75563,0,155632,51434,47369,1143,114,337211,130245,0,133736,29161,3,212,733,1080,10124,8099,10797,2,20.0,0,0,0,0
KR6196653163,1,84,34.0,16,9966.0,9966,54,0,67759,62420,InvalidInvalidInvalidInvalidInvalid,2,0.0,6.0,112,10,44,12,703,167772,75562,70709,0,100681,40184,62851,1038,115,284440,126471,0,142087,15621,0,195,583,1262,15983,10720,8523,4,5.0,0,0,0,0
