id,win,assists,basicPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,deaths,detectorWardsPlaced,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,inhibitorTakedowns,itemsPurchased,killingSprees,kills,largestKillingSpree,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,summonerLevel,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced
EUW15976044585,0,160,25.0,20,5732.0,5732,77,0,103520,96240,InvalidInvalidInvalidInvalidInvalid,3,15.0,5.0,115,18,68,16,1260,204515,91671,134089,0,455912,141678,103651,999,229,700726,261039,0,254751,16937,987,392,1270,2426,40295,27686,17007,3,20.0,0,0,0,0
EUW15976044585,1,163,78.0,15,7722.0,7722,68,0,108144,97610,InvalidInvalidInvalidInvalidInvalid,3,15.0,9.0,103,20,77,17,1736,484185,134090,91670,0,308122,89793,161341,360,208,812689,240893,0,292864,56879,8114,428,2910,2145,20378,17008,39847,4,15.0,0,0,0,0
EUW15977434361,0,114,8.0,6,4093.0,4093,71,0,76747,73650,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,109,13,55,11,726,188727,64148,117530,0,179214,72783,71838,1053,78,387989,148820,4364,213613,51158,0,256,463,1788,20041,11883,24237,2,20.0,0,0,0,0
EUW15977434361,1,164,12.0,7,8528.0,8528,55,0,77909,72020,InvalidInvalidInvalidInvalidInvalid,2,0.0,4.0,110,19,71,21,854,215137,117529,64148,0,151475,57618,82398,2395,141,412912,198811,0,158435,24847,0,252,613,1524,46294,23658,11885,4,10.0,0,0,0,0
EUW15977446943,0,45,6.0,4,0.0,0,52,0,48565,45225,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,70,7,26,8,748,113066,44332,76601,0,64067,17422,37129,1357,123,194409,65319,0,119370,17583,2064,160,954,1096,17271,3561,5637,0,20.0,0,0,0,0
EUW15977446943,1,119,3.0,6,8362.0,8362,26,0,60687,45525,InvalidInvalidInvalidInvalidInvalid,2,0.0,7.0,63,12,52,20,984,148808,76601,44332,0,80756,31790,26945,1222,155,237506,114032,6614,74841,19577,4755,168,738,537,7939,5639,3560,4,0.0,0,0,0,0
EUW15977448799,0,68,5.0,2,5098.0,5098,41,0,63647,61625,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,85,8,30,11,1406,125832,48039,56197,0,113209,37510,51944,691,82,246484,92400,3297,116540,19153,0,199,356,966,7441,6846,8394,2,20.0,0,0,0,0
EUW15977448799,1,126,7.0,1,8122.0,8122,30,0,64989,47985,InvalidInvalidInvalidInvalidInvalid,1,0.0,5.0,57,8,41,15,1414,112426,56197,48038,0,143609,42554,41146,1594,205,267912,107023,3172,96035,22735,14898,225,993,736,11873,8268,6844,4,10.0,0,0,0,0
EUW15979489091,0,92,10.0,14,4889.0,4889,47,0,66061,61700,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,85,8,33,13,1161,250697,90627,44715,0,62877,20838,65218,1155,164,321413,118031,5740,114951,10426,0,242,1745,1256,7833,6560,5012,2,20.0,0,0,0,0
EUW15979489091,1,132,16.0,7,10209.0,10209,35,0,72220,61925,InvalidInvalidInvalidInvalidInvalid,1,0.0,2.0,78,12,47,18,2020,112743,44716,90628,0,171956,57541,36201,330,216,290747,107274,8775,133393,49110,6470,238,904,852,6043,5013,6560,4,10.0,0,0,0,0
EUW15979554983,0,117,29.0,9,8380.0,8380,60,0,72617,71405,InvalidInvalidInvalidInvalidInvalid,2,5.0,9.0,107,10,47,9,898,106865,58784,63396,0,219345,74621,109143,318,124,350734,152878,10927,197429,51624,15615,234,516,1496,24519,19469,24884,4,20.0,0,0,0,0
EUW15979554983,1,159,26.0,11,9726.0,9726,52,0,78576,68850,InvalidInvalidInvalidInvalidInvalid,1,10.0,5.0,99,16,60,17,1291,169610,63397,58785,0,201790,83848,91879,326,127,394191,166977,11727,170529,49275,13008,225,1015,1350,22788,19727,19860,4,20.0,0,0,0,0
EUW15982913753,0,50,33.0,7,8593.0,15392,34,3,73710,72775,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,109,7,31,17,3171,343746,77433,92458,108,266371,77694,86526,1865,239,642949,163621,13069,188860,65333,12021,488,3031,1145,32828,8489,9872,3,45.0,86,3,10,38
EUW15982913753,1,36,89.0,13,17213.0,62556,31,6,79508,73150,TOPJUNGLEMIDDLEBOTTOMJUNGLE,1,0.0,2.0,113,13,34,12,2334,355275,90698,78630,183,375461,64066,112666,1282,201,778216,163950,0,202385,60137,0,494,1669,1124,47474,9179,11085,9,15.0,126,8,9,47
EUW15982928682,0,27,27.0,10,2959.0,30846,52,1,76542,73425,TOPJUNGLEBOTTOMMIDDLEUTILITY,0,5.0,0.0,118,9,39,11,1610,196913,43015,104317,116,380394,56438,56711,1972,101,649802,119386,0,177627,25318,0,461,841,1824,72491,19928,16594,2,45.0,57,1,1,40
EUW15982928682,1,38,26.0,12,18751.0,56980,39,0,84889,88600,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,2.0,110,14,52,18,1934,458788,103357,44957,169,161262,39404,86731,1185,87,697585,159359,0,154015,34584,306,427,899,1474,77528,16594,22321,8,10.0,107,0,8,60
EUW15982998121,0,30,34.0,5,6963.0,11592,44,2,58213,54525,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,97,5,27,6,1389,133859,41695,89942,59,217702,39392,35047,1718,105,375298,81451,0,130379,25271,0,378,702,1183,23735,361,5386,2,35.0,49,3,4,24
EUW15982998121,1,50,48.0,9,8897.0,59413,28,4,69869,62350,UTILITYJUNGLEMIDDLEBOTTOMTOP,1,0.0,1.0,91,11,44,19,2149,403951,89741,43201,131,64076,11616,69164,1321,173,491264,105966,2464,112729,33259,3192,403,1556,859,23232,4604,362,5,10.0,59,4,3,28
EUW15983057273,0,55,81.0,25,7077.0,53166,59,8,102000,93993,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,20.0,0.0,131,9,47,11,2234,338594,87230,103446,164,578248,94770,99218,1537,183,981472,217426,7424,231661,31534,0,616,1698,2335,64626,35420,28993,4,50.0,150,9,17,65
EUW15983057273,1,101,39.0,15,12618.0,71660,47,0,105821,106730,TOPJUNGLEMIDDLEBOTTOMUTILITY,4,0.0,9.0,134,14,59,17,2914,407336,101124,89599,219,479082,80466,135798,1402,161,970851,209797,1662,265376,71507,0,524,1866,2101,84430,28202,39974,7,20.0,124,0,6,59
EUW15983103488,0,10,13.0,4,679.0,7935,37,0,36140,33718,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,71,1,13,2,1068,46242,11607,10890,44,127739,23547,51046,1289,131,182313,36349,434,65019,8352,928,239,555,952,8327,1192,3079,0,30.0,40,0,1,27
EUW15983103488,1,40,51.0,10,9970.0,24637,13,3,49365,44125,MIDDLEJUNGLETOPBOTTOMUTILITY,1,0.0,3.0,71,7,37,22,1983,43348,10238,12167,83,186664,38999,33645,1266,41,253473,52320,1033,47007,10708,348,263,433,314,23457,3078,1190,6,0.0,38,3,3,15
EUW15983158315,0,15,11.0,10,0.0,0,35,4,33958,30033,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,75,1,9,3,1087,61602,13902,30540,52,82804,15825,31089,1985,46,158228,31511,825,65922,8361,2433,164,240,793,13819,1781,4286,0,25.0,25,5,0,18
EUW15983158315,1,41,34.0,7,10502.0,31532,10,0,48368,41000,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,68,9,35,23,2563,123162,29493,15117,93,123791,22755,30684,1361,45,270270,56541,0,47586,13503,0,232,667,253,23313,4287,1779,4,0.0,29,0,2,17
EUW15983231808,0,31,30.0,9,4469.0,10018,53,1,65141,60635,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,103,8,37,9,1418,46954,18264,56314,122,334464,77515,74042,1194,94,396154,103574,76,145399,23756,156,313,859,1659,14732,7788,15036,2,30.0,79,1,4,45
EUW15983231808,1,48,53.0,14,13357.0,54886,37,4,77148,67760,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,2.0,109,11,53,22,1753,201718,55016,20276,148,274933,58818,105563,1710,101,512362,128440,0,136663,61274,0,340,698,1179,35707,14600,10818,4,10.0,92,4,7,46
EUW15983250581,0,54,37.0,5,12696.0,82584,44,0,78465,74310,TOPJUNGLEMIDDLEBOTTOMUTILITY,3,5.0,6.0,96,10,42,16,2576,221139,73535,74183,161,330567,69314,97581,874,132,609172,148650,0,181194,38081,0,362,1124,1679,57460,5796,9425,7,30.0,75,0,3,32
EUW15983250581,1,67,89.0,6,17192.0,51546,42,2,80508,69983,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,15.0,1.0,112,10,44,17,1840,253923,71994,74739,116,347142,69305,92954,751,149,655499,150695,0,173493,39114,360,394,718,1380,54429,9392,5796,6,45.0,97,2,1,53
EUW15983268230,0,46,32.0,10,15355.0,40805,53,0,86232,83283,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,5.0,3.0,126,7,34,7,2014,181752,46965,113967,144,449652,85239,108050,1536,158,716138,145714,6402,244703,38238,5738,516,772,1860,84728,13504,22680,7,45.0,71,2,5,41
EUW15983268230,1,76,39.0,12,19762.0,54990,35,0,94660,84430,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,5.0,2.0,112,13,53,26,3326,510712,111504,47940,207,222445,60685,114223,1547,213,833387,194873,0,176133,54856,2184,475,1040,1392,100226,22681,13966,9,40.0,83,0,4,44
EUW15983303616,0,25,15.0,11,6205.0,10567,40,3,63139,58325,MIDDLEJUNGLETOPUTILITYUTILITY,0,5.0,0.0,102,6,30,13,2213,250353,63963,71528,75,137266,13115,50194,589,66,413380,83534,0,127019,20416,4515,392,1132,1240,25755,6451,5292,2,50.0,82,5,6,38
EUW15983303616,1,40,39.0,10,16877.0,46608,30,1,74083,65285,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,2.0,103,8,40,14,2444,273983,70337,65756,148,305817,38888,35766,1515,147,621075,114522,0,108975,22253,0,446,1520,1066,41271,5294,7450,9,10.0,94,1,5,52
EUW15983329594,0,35,20.0,19,3848.0,45244,44,5,73051,69175,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,113,8,34,7,2435,212360,51441,69912,109,269081,49282,75973,1377,94,529464,114927,2714,156713,20840,2156,400,1277,1693,48016,14200,10821,3,50.0,124,6,12,54
EUW15983329594,1,44,45.0,10,19396.0,52822,34,4,82037,72000,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,2.0,103,10,44,21,2075,342791,67956,52329,171,243961,56596,67537,1826,161,618892,134829,5703,136566,40432,3248,453,1104,1170,32137,10273,16696,9,15.0,108,4,8,49
EUW15983335746,0,11,27.0,8,3825.0,13999,23,1,29226,25610,MIDDLEJUNGLETOPUTILITYUTILITY,0,0.0,0.0,66,2,10,6,1517,47674,11652,12060,64,102463,12595,29963,771,105,170008,25488,648,46355,6535,0,172,447,454,19866,1236,4325,1,20.0,29,3,1,12
EUW15983335746,1,24,5.0,7,11338.0,23269,10,0,38744,30625,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,62,4,23,19,1285,94317,11324,12655,87,116621,20409,27369,592,53,223344,36064,0,41265,14778,354,217,403,212,12402,4328,1235,4,5.0,19,0,0,14
EUW16000149618,0,36,152.0,31,5920.0,28391,21,18,51070,49533,MIDDLEUTILITYTOPJUNGLEUTILITY,0,5.0,0.0,114,5,14,9,3008,276385,20478,30874,204,324471,26081,55908,1873,99,649380,50612,661,90642,23494,1362,690,1950,437,48522,4051,3854,2,45.0,149,24,23,71
EUW16000149618,1,46,347.0,23,22202.0,91128,14,15,58360,50975,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,113,3,21,14,4597,237832,28897,23777,192,396695,35387,55149,3120,84,695701,68142,0,82978,17980,290,731,1618,409,61169,3856,4051,9,10.0,181,15,37,60
EUW16000166074,0,23,87.0,17,12503.0,31303,29,9,51749,48775,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,109,6,23,11,2697,148016,19664,51062,162,331623,41066,57403,958,89,509458,64212,0,115091,28477,478,621,730,762,29815,3479,6621,4,45.0,134,11,31,56
EUW16000166074,1,59,172.0,24,20325.0,101345,23,13,59562,53050,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,3.0,109,9,29,12,2639,370967,48779,22203,199,282493,37152,74854,1310,43,694388,92554,4514,100539,46412,1348,619,716,610,40923,6621,3479,9,20.0,147,17,25,72
EUW16000250135,0,24,94.0,24,5818.0,21064,31,13,43058,41133,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,104,1,10,3,2683,114525,20415,37575,150,380301,39920,61856,1873,117,506835,61748,682,105032,33542,12132,622,1073,708,12009,1410,5596,1,55.0,142,15,36,68
EUW16000250135,1,83,261.0,28,25579.0,89851,10,12,58381,51985,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,8.0,115,8,31,19,3908,199910,36596,22529,170,364406,48184,64171,3120,128,599642,90382,2762,88115,21202,1823,600,2530,253,35321,5599,1409,11,5.0,166,15,37,77
EUW16000685990,0,12,96.0,21,2376.0,32036,28,11,40010,38195,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,96,2,7,2,3096,150042,17537,18469,98,195533,21783,58144,1423,66,401984,43285,872,80900,12630,787,564,616,811,56405,3960,4284,2,35.0,99,15,15,47
EUW16000685990,1,37,101.0,22,18613.0,75391,7,15,53928,50878,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,97,4,28,23,3688,207025,17652,19035,211,393931,47832,43475,2124,53,648577,70812,2732,67511,20743,0,636,913,144,47617,5324,4997,7,10.0,127,15,26,50
EUW16000739349,0,14,63.0,12,3976.0,11101,27,8,39547,37535,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,83,3,12,5,3009,83251,19647,28842,154,338962,25525,48476,2888,60,456487,50410,5095,80162,12883,369,561,627,719,34270,5232,2838,0,20.0,124,8,19,48
EUW16000739349,1,40,86.0,16,12545.0,50657,12,7,47972,44535,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,89,6,27,17,2357,140449,27772,21439,157,294790,32050,38735,2031,68,455567,62666,3937,65418,19124,8385,506,1266,376,20323,2839,5238,4,0.0,93,9,9,48
EUW16001787520,0,27,42.0,19,1848.0,26128,35,9,41173,38900,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,111,2,19,7,1970,74565,16259,26518,122,230258,30721,46292,1690,58,350825,53027,0,78743,11610,422,415,673,700,45997,6043,5929,1,35.0,84,11,8,38
EUW16001787520,1,24,53.0,18,17932.0,39885,19,7,50168,44995,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,4.0,93,9,35,17,2765,119759,26001,17916,145,275430,34270,48212,1551,40,425069,66204,1564,72174,18433,1187,485,428,441,29876,5929,6043,7,5.0,91,7,10,36
EUW16001824152,0,44,4.0,7,5520.0,5520,51,0,50624,48025,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,86,9,32,9,589,104620,35128,63936,0,79439,28189,41921,1336,122,190874,67272,0,115612,10941,0,147,869,1022,6811,3952,9750,2,20.0,0,0,0,0
EUW16001824152,1,118,3.0,8,10265.0,10265,33,0,57923,51400,InvalidInvalidInvalidInvalidInvalid,1,0.0,5.0,72,14,51,20,1032,145151,63935,35127,0,99136,34566,34078,2002,102,260920,108256,0,75162,14555,658,175,585,714,16629,9751,5950,4,10.0,0,0,0,0
EUW16001861374,0,80,29.0,12,5656.0,42291,45,6,53871,52530,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,91,9,37,18,2672,221021,51449,19725,144,253622,44869,109446,1653,155,517082,109631,1184,144496,40767,13328,442,1214,1182,42433,13308,15320,1,40.0,96,8,10,36
EUW16001861374,1,41,17.0,23,19765.0,54527,37,9,61842,58505,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,1.0,111,13,44,16,3672,102675,16029,52934,152,424073,87289,83233,1411,109,576498,118643,0,153257,47599,4186,521,1395,1284,49748,15320,17085,8,10.0,102,10,8,39
EUW16003504285,0,15,127.0,39,7400.0,31962,30,18,46816,45120,UTILITYMIDDLEBOTTOMJUNGLETOP,0,5.0,0.0,128,2,7,2,3886,241593,26791,44060,170,319490,24670,55043,1876,78,595049,60498,1568,112012,22184,553,676,1396,899,33960,9031,12901,3,35.0,180,26,27,66
EUW16003504285,1,70,144.0,29,19380.0,89183,7,19,58286,53170,TOPJUNGLEMIDDLEUTILITYBOTTOM,1,0.0,5.0,117,7,30,24,2801,299883,42260,30354,170,280577,33523,45041,2595,86,652843,83459,5331,80124,33104,10569,680,1081,227,72378,7672,4726,7,15.0,148,21,32,58
EUW16003514102,0,18,129.0,37,13395.0,56320,12,23,56888,54100,MIDDLEBOTTOMJUNGLEUTILITYTOP,0,5.0,0.0,134,2,8,5,7010,319821,24035,37277,254,386856,24229,61178,1876,75,771821,59303,3068,102644,41300,8957,844,2312,287,65141,11035,4181,5,30.0,224,28,56,71
EUW16003514102,1,35,93.0,35,9174.0,74208,8,28,56562,49035,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,124,3,12,10,7083,277889,35703,26528,182,378333,35301,41718,2595,83,721931,75190,4110,79893,21710,5568,785,1664,325,65705,4183,11642,5,25.0,192,29,33,91
EUW16004572947,0,72,2.0,1,2406.0,2406,44,0,53171,50575,InvalidInvalidInvalidInvalidInvalid,0,10.0,0.0,83,9,33,8,1017,94382,41212,37564,0,100136,37080,65371,1849,100,204650,85520,0,112220,21249,349,156,714,936,10129,7226,9279,1,20.0,0,0,0,0
EUW16004572947,1,122,4.0,4,8461.0,8461,34,0,57937,51620,InvalidInvalidInvalidInvalidInvalid,2,0.0,9.0,89,13,44,18,1036,82737,37473,41119,0,134173,55301,41720,1872,65,231209,103806,646,97951,13803,667,173,643,774,14297,11027,15107,4,5.0,0,0,0,0
EUW16005085937,0,13,117.0,17,2926.0,11307,24,7,41222,39080,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,93,1,8,2,3326,210028,24895,38113,134,244544,19450,43391,1888,26,520819,47834,2083,86214,9763,478,642,536,637,66244,3486,4706,1,50.0,98,8,21,40
EUW16005085937,1,37,142.0,27,18554.0,83922,8,16,55845,49175,TOPJUNGLEMIDDLEBOTTOMUTILITY,3,0.0,9.0,102,6,24,21,3102,237953,36037,27946,196,357266,27286,60231,2534,64,622503,68033,0,91665,40238,5648,626,1100,137,27281,4706,3485,10,5.0,132,19,17,63
EUW16005798504,0,5,66.0,13,7196.0,12140,29,7,37512,36060,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,86,1,10,3,2139,107080,12692,18583,110,263709,23942,58426,1833,87,393218,41401,100,79845,10454,935,519,1030,756,22424,4764,2831,2,45.0,93,8,10,44
EUW16005798504,1,40,183.0,14,19366.0,86469,10,8,54581,47600,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,3.0,89,7,29,17,3633,200087,17507,14939,177,324833,43145,46589,1002,74,562404,63487,1014,67383,25695,2562,577,1253,248,37479,2832,5851,9,10.0,132,8,17,40
EUW16005851241,0,51,216.0,29,14006.0,80577,35,15,75350,71350,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,141,6,29,19,3318,395913,65549,53280,260,525516,66061,93082,1386,127,978522,144286,9845,163614,40073,234,789,1890,1111,57087,12667,17246,4,45.0,258,17,52,87
EUW16005851241,1,55,329.0,25,22162.0,100699,29,16,74722,66950,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,6.0,122,8,35,16,4093,262040,49573,68054,231,543281,68030,93297,1160,135,904522,134856,5103,175242,59133,12034,783,3150,1113,99196,17247,13885,9,20.0,213,18,32,93
EUW16005903255,0,43,266.0,31,15774.0,96866,48,16,74424,69750,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,141,8,31,15,2986,387840,83200,82385,233,531109,70815,86076,1966,137,986175,169872,890,174218,41224,5905,784,1233,1371,67220,15852,5752,8,40.0,218,16,45,92
EUW16005903255,1,81,296.0,41,24581.0,109666,31,19,83408,76525,JUNGLETOPMIDDLEBOTTOMUTILITY,1,0.0,4.0,133,12,48,21,3591,575899,80521,87260,302,485714,61035,95895,1263,137,1104471,146894,4779,199176,76770,9236,859,1434,1004,42855,5334,16015,8,35.0,232,16,45,90
EUW16005959008,0,23,130.0,25,14955.0,54854,31,18,61907,57825,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,121,3,16,8,3557,329619,48373,46410,215,422602,41705,79602,1755,73,791640,100364,2992,155535,32004,43,809,773,1001,39416,10281,29520,5,50.0,166,19,24,76
EUW16005959008,1,62,168.0,26,28270.0,113161,16,15,69165,61093,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,1.0,116,7,31,20,3246,261458,44616,53687,230,541320,59200,76134,3207,133,882423,129871,2723,138143,50818,5766,744,1745,496,79640,26047,8317,9,30.0,223,16,30,72
EUW16006035216,0,47,114.0,16,16816.0,47723,41,7,79888,84333,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,126,9,37,15,3440,415729,105994,62325,256,632304,76279,100307,2008,136,1107376,195701,0,178624,37279,41,854,1865,1438,59340,13425,15988,5,50.0,210,10,35,78
EUW16006035216,1,73,215.0,38,22406.0,149582,38,19,89376,77315,TOPJUNGLEMIDDLEBOTTOMUTILITY,3,0.0,11.0,159,11,41,13,3050,409298,60634,109455,288,673703,73596,101875,1580,102,1122802,149701,3515,224758,86624,11229,839,2357,1360,39796,15466,13424,9,25.0,267,19,38,92
EUW16006213702,0,21,142.0,21,6257.0,18900,30,8,50253,48533,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,103,5,16,10,2943,241931,31415,29427,166,388769,49453,74715,1595,52,656512,83750,940,112378,53983,4134,688,960,766,25807,2877,8232,2,55.0,135,11,17,59
EUW16006213702,1,41,156.0,18,23445.0,87387,16,9,59657,55210,TOPBOTTOMMIDDLEJUNGLEUTILITY,3,0.0,12.0,115,4,30,15,3218,201916,27946,33808,174,450757,52903,70085,2289,119,690653,89086,6298,107771,24938,0,645,3494,480,37977,8232,3876,11,15.0,107,11,13,44
EUW16007772670,0,65,7.0,2,0.0,0,44,0,50731,50800,InvalidInvalidInvalidInvalidInvalid,0,5.0,0.0,64,8,32,8,886,78024,37876,49700,0,92911,37709,43421,36,94,187675,83271,591,96276,12712,787,154,733,896,16737,7680,3152,0,10.0,0,0,0,0
EUW16007772670,1,118,2.0,6,5854.0,5854,32,0,55430,50900,InvalidInvalidInvalidInvalidInvalid,1,0.0,3.0,75,12,44,11,1093,107100,49701,37876,0,98302,37055,42102,27,154,214713,90086,2799,87837,19732,7601,165,1218,714,9308,3328,7853,2,0.0,2,0,0,0
EUW16007827261,0,29,122.0,28,7181.0,28180,30,14,55650,53010,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,117,5,22,12,3498,300164,43656,31761,157,278576,23147,63443,1840,103,620680,74456,990,108658,11356,0,747,1427,925,41933,7648,13447,3,40.0,177,17,30,64
EUW16007827261,1,54,204.0,24,21541.0,99502,22,14,63264,54550,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,4.0,123,8,30,19,3724,235839,30029,47250,201,421807,42122,46335,1549,86,729351,85530,2996,101839,24112,976,770,642,561,71699,13374,8249,8,20.0,183,17,23,67
EUW16008121096,0,27,100.0,17,7378.0,21276,28,8,48984,44425,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,5.0,0.0,94,6,23,11,2809,213985,31222,28332,113,219644,21959,59115,1272,103,489593,57510,0,97266,23744,449,561,1336,834,55960,4325,9816,2,30.0,126,10,14,43
EUW16008121096,1,42,140.0,20,12879.0,56569,23,9,53700,51185,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,0.0,1.0,105,7,28,14,3807,156465,27146,33141,156,271568,32274,39570,1644,98,491963,69238,0,77244,14258,0,538,1104,617,63926,9817,4528,5,10.0,130,11,15,60
EUW16010779856,0,15,32.0,16,8030.0,17067,28,4,32565,30475,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,71,3,16,7,1878,80357,18663,31437,88,159577,19526,42473,515,75,265343,39545,0,76729,16225,1133,342,954,537,25405,1354,2813,1,20.0,52,7,4,26
EUW16010779856,1,47,39.0,11,13715.0,38266,16,3,41994,36010,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,0.0,0.0,75,5,28,21,2577,132451,30509,19123,89,187916,30744,34722,1386,68,333688,64253,0,55383,15050,4961,371,530,246,13317,2995,1532,4,5.0,59,4,6,30
EUW16010882602,0,30,73.0,10,4616.0,18485,35,3,43395,40850,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,10.0,0.0,89,6,20,6,2579,195590,40309,27792,103,181093,22738,79671,2051,48,390724,65243,0,112512,32209,865,480,418,901,14039,2191,5046,1,50.0,71,4,3,36
EUW16010882602,1,47,37.0,9,21018.0,70109,20,2,55794,51435,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,3.0,85,11,35,15,3640,71602,25403,41408,207,468476,61638,51367,1248,55,573845,92089,0,95971,24267,0,462,511,608,33765,5046,3192,9,5.0,93,3,7,35
EUW16010928568,0,34,42.0,33,16477.0,51229,44,18,72386,70658,TOPJUNGLEMIDDLEBOTTOMUTILITY,1,10.0,1.0,123,8,27,9,2878,144326,55660,63216,241,756683,65153,80851,772,164,959089,138162,0,163741,19647,615,814,1045,1598,58075,17346,19668,7,45.0,206,21,16,96
EUW16010928568,1,64,124.0,22,21823.0,120981,27,11,78473,70400,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,5.0,6.0,128,10,44,23,4165,365594,60992,59752,182,396557,52512,105421,1379,181,841467,133180,4441,184064,79196,16421,790,1197,939,79311,19671,18886,9,40.0,204,24,26,90
EUW16010935274,0,26,122.0,23,6955.0,32945,41,5,56690,53975,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,15.0,0.0,102,8,28,10,2897,407329,83471,70328,148,211133,22242,72150,1737,205,693782,119384,0,146846,31018,812,616,2647,1293,75314,13665,4365,2,55.0,183,6,14,72
EUW16010935274,1,54,157.0,17,26047.0,99230,28,7,71067,68945,TOPJUNGLEMIDDLEBOTTOMUTILITY,2,0.0,3.0,113,8,41,19,3037,377448,66905,85479,203,396620,48814,60612,1463,121,905473,120086,0,159883,61504,10412,712,1367,945,131401,4365,13790,11,15.0,147,7,11,63
EUW16011065143,0,35,53.0,26,6170.0,52494,44,11,61586,59410,TOPJUNGLEMIDDLEBOTTOMUTILITY,0,20.0,0.0,121,6,26,12,2561,385712,53477,40206,181,385154,49664,92384,1730,162,810316,111502,4368,169087,24307,765,732,1338,1361,39446,8357,36490,2,55.0,144,15,21,59
EUW16011065143,1,72,57.0,30,22685.0,99964,27,14,71393,64685,TOPJUNGLEMIDDLEBOTTOMUTILITY,4,0.0,10.0,131,12,44,20,3620,187768,39455,55771,194,425358,71825,80022,1893,151,717151,147608,2325,146078,61576,31899,609,2456,949,104019,36322,10279,10,15.0,169,17,22,61
